SL No,Dispo_No,Dispo_Date,PO_No,Mkt_Ref_No,Style_No,color,Dispo Qty(Yds),PO_Qty,End_Buyer,garments_name,Process_Type,fabric_type,Weave_Type,composition,Total_Ends,Warp_Count,Weft Count,finish_type,construction,Dispo Grey Yarn Req (Warp),Dispo Grey Yarn Req (Weft),Dispo Dyed Yarn Req (Warp),Dispo Dyed Yarn Req (Weft),dispo_grey_qty,Req Grey Fabrics(YDS),Color Warp,Color Weft,Reed No,finish_width,Warp Length,Receive Warp Length,Remining Warp Length,Warp Plane,Acc.Holder,Total Grey Yarn Issued,S/W Total Yarn Issued Qty,Warp Yarn Consumption,Weft Yarn Consumption,DO No,DO Qty,Delivery Qty,Remarks,Short Excess Production,Print,Sample Qty.,Dispo Ref.,Type,Excess Dispo,Excess Qty,1st Gray Receive,Full Gray Receive,Hand Loom Delivery,Sample Delivery,PP Sample,Full Delivery,Test Sample,PP Sample,1st Delivery,2nd Delivery,3rd Delivery,Full Qty Delivery,Hanger,Dye Lot,ppsample,1st Delivery,2nd Delivery,Full Qty Delivery,3rd  Delivery,,,
4968,W2337344,18 Sep 2023,230902157,P230914518,"Aira SS Dress S:9, O/N: 749593, 749594- 5043",98-210 Green Medium Stripe,"3,565.00 ","3,565.00 ",H&M,RUSSEL GARMENTS,Y/D,Stripe,Plain,100% BCI Cotton,"7,924.00 ",50,50,Soft,144(140)x85(80)/50x50,426.48 ,243.90 ,407.28 ,234.14 ,"3,704.00 ","4,050.73 ",2,1,126/2,62.89,"4,247.16 ","4,247.00 ",0.16 ,"4,240.00 ",KIBRIA,670.38 ,670.39 ,515.10 ,248.58 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,05 Oct 2023,05 Oct 2023,,,,17 Oct 2023,,,,,,,,,,
4969,W2337345,05 Oct 2023,230902158R-2,P230914433,"Damian Shirt & Dora Trs; O/N: 757158, 757159, 757169, 757170- 4077",75-218 Blue Medium,"5,619.00 ","5,619.00 ",H&M (ARKET),Talisman Ltd.,Y/D,Stripe,Plain,100% Organic Cotton,"7,924.00 ",50,50,Soft,140x80/50x50,667.04 ,380.10 ,635.33 ,364.90 ,"5,773.00 ","6,313.41 ",4,1,126/2,62.89,"6,618.98 ","6,610.00 ",8.98 ,"6,610.00 ",KIBRIA,"1,047.15 ","1,047.15 ",729.50 ,13.80 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,06 Oct 2023,06 Oct 2023,,,,17 Oct 2023,,,,,,,,,,
4970,W2337346,18 Sep 2023,230902161,P220910978,,F2234681,"3,884.00 ","3,884.00 ",NEXT (Vogue Sourcing),AKH FASHIONS LTD.,Y/D + All Over Print,Weft Stripe,Dobby,100% BCI Cotton,"7,254.00 ",60,(60+20 Slub),Soft,127x84/60x(60+20Slub),359.41 ,439.55 ,341.44 ,414.92 ,"4,228.00 ","4,623.78 ",1,2,112/2,64.77,"4,686.87 ","4,680.00 ",6.87 ,"4,680.00 ",S.M Zahidul Islam,798.96 ,798.96 ,354.60 ,427.80 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,,,,07 Oct 2023,07 Oct 2023,,,,17 Oct 2023,,07 Oct 2023,,,,,,,,
4971,W2337347,18 Sep 2023,230902161,P230712197,,S2324217,"9,325.00 ","9,325.00 ",NEXT (Vogue Sourcing),AKH FASHIONS LTD.,Y/D + All Over Print,Weft Stripe,Dobby,100% BCI Cotton,"7,254.00 ",60,(60+20 Slub),Soft,127x84/60x(60+20Slub),822.09 ,"1,019.34 ",793.32 ,974.43 ,"10,032.00 ","10,971.10 ",1,2,112/2,64.77,"10,889.65 ","7,600.00 ","3,289.65 ","10,890.00 ",S.M Zahidul Islam,"1,841.43 ","1,841.43 ",600.20 ,21.50 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,,,,07 Oct 2023,07 Oct 2023,,,,17 Oct 2023,,07 Oct 2023,,,,,,,,
4972,W2337348,18 Sep 2023,230902167,P221112877,373F136B,67 Blue,"6,291.56 ","6,291.56 ",UNIQLO,GREEN TEXTILE LIMITED,Y/D,Check,Plain,100% BCI Cotton,"6,157.00 ",40,40,Mercerized + Soft,110x70/40x40,689.14 ,471.00 ,669.44 ,457.43 ,"6,538.00 ","7,150.02 ",3,3,94/2,65.5,"7,256.66 ","7,247.00 ",9.66 ,"7,247.00 ",Nazrul Islam,"1,160.14 ","1,160.14 ",811.00 ,179.50 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,28 Sep 2023,,,02 Oct 2023,,,,,,,,,,
4973,W2337349,20 Sep 2023,230902163R-1,P230710614,,S2324026,"9,010.00 ","9,010.00 ",Clover Collections,CREATIVE COLLECTIONS LTD,Y/D,White,Plain (Seer Sucker),100% BCI Cotton,"4,650.00 ",(40+40/2),40,Soft,82x72/(40+40/2)x40,"1,273.57 ",677.56 ,"1,216.17 ",657.23 ,"9,154.00 ","10,010.91 ",2,1,72/2,64.58,"9,730.22 ","21,590.00 ","(11,859.78)","9,730.00 ",Qudrat-E-Khuda,"1,951.12 ","1,946.70 ","1,351.20 ",549.60 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,13 Oct 2023,13 Oct 2023,,,,23 Oct 2023,,,,,,,,,,
4974,W2337350,20 Sep 2023,230902164R-1,P230712572,,pear green/white striped/15-0332 TCX,"2,268.00 ","2,268.00 ",BONPRIX(INTEGRA),INTEGRA APPARELS (BANGLADESH) LTD,Y/D,Stripe,Plain,100% CMIA Cotton,"6,612.00 ",40(80/2),40,Soft,116x72x40x40,295.50 ,177.95 ,282.94 ,169.94 ,"2,357.00 ","2,577.64 ",2,1,106/2,62.38,"2,794.58 ","2,790.00 ",4.58 ,"2,790.00 ",Omar Faruk,473.45 ,473.45 ,292.20 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,03 Oct 2023,03 Oct 2023,,,,12 Oct 2023,,,,,,,,,,
4975,W2337351,20 Sep 2023,230902164R-1,P230812727,,light blue/white striped,"2,084.01 ","2,084.00 ",BONPRIX(INTEGRA),INTEGRA APPARELS (BANGLADESH) LTD,Y/D,Stripe,Plain,100% Organic Cotton,"6,612.00 ",40(80/2),40,Soft,116x72/40x40,281.05 ,163.99 ,268.09 ,156.61 ,"2,165.00 ","2,367.67 ",2,1,106/2,62.38,"2,577.58 ","2,578.00 ",(0.42),"2,578.00 ",Omar Faruk,445.04 ,445.04 ,275.10 ,159.20 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,03 Oct 2023,03 Oct 2023,,,,12 Oct 2023,,,,,,,,,,
4976,W2337352,20 Sep 2023,230902164R-1,P230813386,,"/light blue/white striped (923, 1)","3,845.00 ","3,845.00 ",BONPRIX(INTEGRA),INTEGRA APPARELS (BANGLADESH) LTD,Y/D,Stripe,Plain,100% Organic Cotton,"6,614.00 ",40(80/2),40,Soft,116x72/40x40,478.60 ,290.72 ,457.82 ,277.64 ,"3,995.00 ","4,368.97 ",3,1,106/2,62.4,"4,580.74 ","4,580.00 ",0.74 ,"4,580.00 ",Omar Faruk,769.32 ,769.32 ,471.90 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,03 Oct 2023,03 Oct 2023,,,,12 Oct 2023,,,,,,,,,,
4977,W2337353,03 Oct 2023,230902164R-1,P230813387,,"pear green/white striped (326, 1)","3,845.00 ","3,845.00 ",BONPRIX(INTEGRA),INTEGRA APPARELS (BANGLADESH) LTD,Y/D,Stripe,Dobby,100% Organic Cotton,"6,612.00 ",40(80/2),40,Soft,116x72/40x40,477.54 ,289.12 ,457.12 ,277.56 ,"3,995.00 ","4,368.97 ",2,1,106/2,62.38,"4,580.74 ","4,580.00 ",0.74 ,"4,580.00 ",Omar Faruk,766.66 ,766.67 ,474.30 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,03 Oct 2023,03 Oct 2023,,,,12 Oct 2023,,,,,,,,,,
4978,W2337353,05 Nov 2023,230902164R-1,P230813387,,"pear green/white striped (326, 1)","3,845.00 ","3,845.00 ",BONPRIX(INTEGRA),INTEGRA APPARELS (BANGLADESH) LTD,Y/D,Stripe,Dobby,100% Organic Cotton,"6,612.00 ",40(80/2),40,Soft,116x72/40x40,0.00 ,16.67 ,0.00 ,15.00 ,"3,995.00 ","4,368.97 ",2,1,106/2,62.38,"4,580.74 ",0.00 ,"4,580.74 ",0.00 ,Omar Faruk,16.67 ,16.67 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessDyeingQty,0.00 ,0.00 ,,,,,,,03 Oct 2023,03 Oct 2023,,,,12 Oct 2023,,,,,,,,,,
4979,W2337354,20 Sep 2023,230902164R-1,P230813460,,blue/white striped,"1,426.00 ","1,426.00 ",BONPRIX(INTEGRA),INTEGRA APPARELS (BANGLADESH) LTD,Y/D,Stripe,Plain,100% Organic Cotton,"6,612.00 ",40(80/2),40,Soft,116x72/40x40,191.36 ,114.02 ,181.33 ,108.89 ,"1,482.00 ","1,620.73 ",2,1,106/2,62.38,"1,801.60 ","1,800.00 ",1.60 ,"1,800.00 ",Omar Faruk,305.38 ,305.38 ,189.50 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,03 Oct 2023,03 Oct 2023,,,,12 Oct 2023,,,,,,,,,,
4980,W2337355,19 Sep 2023,230902168R-1,P230711756,,"white / blue striped (BP 1, BP 409)","4,320.00 ","4,320.00 ",BONPRIX(INTEGRA),Integra Apparels Ltd,Y/D,Stripe,Plain,100% CMIA Cotton,"6,600.00 ",40,40,Soft,116x72/40x40,527.63 ,333.13 ,509.14 ,323.14 ,"4,489.00 ","4,909.22 ",2,1,106/2,62.26,"5,146.63 ","5,147.00 ",(0.37),"5,146.63 ",Omar Faruk,860.77 ,860.76 ,546.40 ,323.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,06 Oct 2023,,,,,,,,,,
4981,W2337356,19 Sep 2023,230902169,P230507295,H080B,17 Red,"5,500.88 ","5,500.87 ",UNIQLO,GREEN TEXTILE LIMITED,Y/D,Check,Plain,100% BCI Cotton,"6,384.00 ",40,40,Mercerized + Soft,110x70/40x40,619.60 ,414.07 ,600.29 ,401.16 ,"5,652.00 ","6,181.08 ",4,4,96/2,66.5,"6,273.41 ","6,273.00 ",0.41 ,"6,273.00 ",Nazrul Islam,"1,033.67 ","1,033.67 ",672.70 ,148.90 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,28 Sep 2023,,,02 Oct 2023,,,,,,,,,,
4982,W2337357,19 Sep 2023,230902170,P230712195,,S2324215,593.00 ,593.00 ,NEXT (Vogue Sourcing),AKH FASHIONS LTD.,Y/D + All Over Print,Weft Stripe,Dobby,100% BCI Cotton,"7,252.00 ",60,(60+20 Slub),Soft,127x84/60x(60+20Slub),74.48 ,84.92 ,69.27 ,78.13 ,733.00 ,801.62 ,1,2,112/2,64.75,921.48 ,0.00 ,921.48 ,920.00 ,S.M Zahidul Islam,159.41 ,159.41 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,,,,08 Oct 2023,,,,,08 Oct 2023,,08 Oct 2023,,,,,,,,
4983,W2337358,19 Sep 2023,230902170,P230712196,,S2324216,754.00 ,754.00 ,NEXT (Vogue Sourcing),AKH FASHIONS LTD.,Y/D + All Over Print,Weft Stripe,Dobby,100% BCI Cotton,"7,252.00 ",60,(60+20 Slub),Soft,127x84/60x(60+20Slub),89.22 ,103.94 ,85.65 ,97.25 ,932.00 ,"1,019.24 ",1,2,112/2,64.75,"1,139.90 ",0.00 ,"1,139.90 ","1,140.00 ",S.M Zahidul Islam,193.16 ,193.16 ,0.00 ,35.30 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,,,,08 Oct 2023,,,,,08 Oct 2023,,08 Oct 2023,,,,,,,,
4984,W2337359,19 Sep 2023,230902170,P230712199,,S2324219,"1,446.00 ","1,446.00 ",NEXT (Vogue Sourcing),AKH FASHIONS LTD.,Y/D + All Over Print,Weft Stripe,Dobby,100% BCI Cotton,"7,252.00 ",60,(60+20 Slub),Soft,127x84/60x(60+20Slub),153.85 ,183.92 ,147.70 ,174.90 ,"1,740.00 ","1,902.88 ",1,2,112/2,64.75,"2,027.12 ","2,025.00 ",2.12 ,"2,025.00 ",S.M Zahidul Islam,337.78 ,337.78 ,160.50 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,,,,08 Oct 2023,,,,,08 Oct 2023,,08 Oct 2023,,,,,,,,
4985,W2337360,21 Sep 2023,230902172,P230712188,,Stone,813.00 ,813.00 ,David Howard,AG DRESSES LTD.,Y/D,Dobby,Dobby,59% BCI Cotton+39%Polyester+2%Elastine,"7,882.00 ",45TC,(40+40D),Soft,140x110/45x(40+40D),131.81 ,142.01 ,123.90 ,133.49 ,929.00 ,"1,015.96 ",1,1,108/2,72.98,"1,161.83 ","1,160.00 ",1.83 ,"1,160.00 ",Syed Hashmi,273.82 ,273.82 ,131.00 ,135.40 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,14 Oct 2023,14 Oct 2023,,,,29 Oct 2023,14 Oct 2023,,,,,,,,,
4986,W2337361,21 Sep 2023,230902172,P230813876,,Milky Green,"1,000.00 ","1,000.00 ",David Howard,AG DRESSES LTD.,Y/D,Solid Look,Dobby,59% BCI Cotton+39%Polyester+2%Elastine,"7,882.00 ",45TC,(40+40D),Soft,140x110/45TCx(40+40D),159.03 ,172.12 ,149.49 ,161.79 ,"1,143.00 ","1,250.00 ",1,1,108/2,72.98,"1,401.72 ","1,400.00 ",1.72 ,"1,400.00 ",Syed Hashmi,331.15 ,331.15 ,158.00 ,81.80 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,14 Oct 2023,14 Oct 2023,,,,29 Oct 2023,14 Oct 2023,,,,,,,,,
4987,W2337362,21 Sep 2023,230902172,P230914420,,Black,"8,363.99 ","8,364.00 ",David Howard,AG DRESSES LTD.,Y/D,Solid Look,Dobby,59% BCI Cotton+39%Polyester+2%Elastine,"7,882.00 ",45TC,(40+40D),Soft,140x110/45TCx(40+40D),"1,116.25 ","1,257.68 ","1,060.44 ","1,194.80 ","9,105.00 ","9,957.32 ",1,1,108/2,72.98,"10,098.53 ","9,450.00 ",648.53 ,"10,099.00 ",Syed Hashmi,"2,373.94 ","2,373.93 ","1,098.60 ",472.70 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,14 Oct 2023,14 Oct 2023,,,,29 Oct 2023,14 Oct 2023,,,,,,,,,
4988,W2337362,11 Nov 2023,230902172,P230914420,,Black,"8,363.99 ","8,364.00 ",David Howard,AG DRESSES LTD.,Y/D,Solid Look,Dobby,59% BCI Cotton+39%Polyester+2%Elastine,"7,882.00 ",45TC,(40+40D),Soft,140x110/45TCx(40+40D),170.21 ,0.00 ,160.00 ,0.00 ,"9,105.00 ","9,957.32 ",1,1,108/2,72.98,"10,098.53 ","1,249.00 ","8,849.53 ",0.00 ,Syed Hashmi,170.21 ,170.21 ,172.30 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessDyeingQty,0.00 ,0.00 ,,,,,,,14 Oct 2023,14 Oct 2023,,,,29 Oct 2023,14 Oct 2023,,,,,,,,,
4989,W2337363,20 Sep 2023,230902175,P190303863,GINA TRICOT/JESSIE SHIRT/REPEAT OPRDER/FABRIC BOOKING,Same As F2129669 (B).,"1,890.00 ","1,890.00 ",Gina Tricot,Quattro Fashion Limited,Y/D,Warp Stripe,Oxford,100% BCI Cotton,"6,584.00 ",40//,32/2,Soft,116x46/40//x32/2,236.12 ,255.30 ,226.08 ,239.98 ,"1,964.00 ","2,147.85 ",2,1,99/2,66.51,"2,273.17 ","2,270.00 ",3.17 ,"2,080.00 ",Salauddin Khan,491.41 ,491.42 ,228.90 ,249.60 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,01 Oct 2023,,,,14 Oct 2023,,,,,,,,,,
4990,W2337364,25 Sep 2023,230902192,P230914765,3116,63 Celeste,900.00 ,900.00 ,Mayoral,EVINCE GARMENTS LTD.,Y/D,Chambray,Plain,100% BCI Cotton,"8,925.00 ",50,50,Soft,156x80/50x50,158.27 ,81.67 ,150.36 ,76.36 ,"1,112.00 ","1,216.09 ",1,1,144/2,61.98,"1,397.43 ","1,397.00 ",0.43 ,"1,397.00 ",MAHRAZ,239.94 ,239.94 ,155.80 ,79.60 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,,,,05 Oct 2023,05 Oct 2023,,,,16 Oct 2023,,,,,,,,,,
4991,W2337365,20 Sep 2023,230902086R-1,P230406012,934890 & 943566,6371B1 Blue-White Multi,900.00 ,900.00 ,RALPH LAUREN,DEKKO GARMENTS LIMITED,Y/D,Stripe,Plain,100% BCI Cotton,"9,727.00 ",50,50,Mechanical Stretch+Silky Soft,170x80/50x50,167.07 ,74.54 ,158.22 ,70.81 ,"1,029.00 ","1,125.32 ",3,1,99/3,65.5,"1,278.97 ","1,279.00 ",(0.03),"1,279.00 ",Shaidul,241.60 ,241.61 ,163.50 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,28 Sep 2023,,,,,,,,,,
4992,W2337366,20 Sep 2023,230902086R-1,P230406013,934890 & 943566,6372B1 Blue White Multi,200.00 ,200.00 ,RALPH LAUREN,DEKKO GARMENTS LIMITED,Y/D,Stripe,Plain,100% BCI Cotton,"9,727.00 ",50,50,Mechanical Stretch+Silky Soft,170x80/50x50,55.10 ,20.29 ,49.60 ,18.97 ,229.00 ,250.44 ,4,1,99/3,65.5,360.58 ,360.00 ,0.58 ,360.00 ,Shaidul,75.39 ,75.39 ,56.50 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,28 Sep 2023,,,,,,,,,,
4993,W2337367,20 Sep 2023,230902086R-1,P230506402,862260,6314BA CLASSIC KELLY-WHITE,"3,500.00 ","3,500.00 ",RALPH LAUREN,DEKKO GARMENTS LIMITED,Y/D,Stripe,Plain,100% BCI Cotton,"9,727.00 ",50,50,Mechanical Stretch+Silky Soft,170x80/50x50,540.00 ,254.05 ,516.26 ,243.89 ,"3,721.00 ","4,069.32 ",2,1,99/3,65.5,"4,359.66 ","4,360.00 ",(0.34),"4,360.00 ",Shaidul,794.05 ,794.06 ,579.40 ,4.80 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,28 Sep 2023,,,,,,,,,,
4994,W2337368,20 Sep 2023,230902086R-1,P230506404,936486 & 934849,4701A Blue White,900.00 ,900.00 ,RALPH LAUREN,DEKKO GARMENTS LIMITED,Y/D,Stripe,Plain,100% BCI Cotton,"9,735.00 ",50,50,Mechanical Stretch+Silky Soft,170x80/50x50,164.51 ,74.22 ,156.13 ,70.88 ,"1,029.00 ","1,125.32 ",2,1,99/3,65.56,"1,278.97 ","1,279.00 ",(0.03),"1,279.00 ",Shaidul,238.73 ,238.73 ,171.50 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,28 Sep 2023,,,,,,,,,,
4995,W2337369,20 Sep 2023,230902086R-1,P230506405,936486 & 934850,4701B Green White,600.00 ,600.00 ,RALPH LAUREN,DEKKO GARMENTS LIMITED,Y/D,Stripe,Plain,100% BCI Cotton,"9,735.00 ",50,50,Mechanical Stretch+Silky Soft,170x80/50x50,116.12 ,51.45 ,109.73 ,49.13 ,686.00 ,750.22 ,2,1,99/3,65.56,885.38 ,885.00 ,0.38 ,885.00 ,Shaidul,167.56 ,167.57 ,125.10 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,28 Sep 2023,,,,,,,,,,
4996,W2337370,20 Sep 2023,230902086R-1,P230506406,936486 & 934851,4701C Pink White,600.00 ,600.00 ,RALPH LAUREN,DEKKO GARMENTS LIMITED,Y/D,Stripe,Plain,100% BCI Cotton,"9,735.00 ",50,50,Mechanical Stretch+Silky Soft,170x80/50x50,116.12 ,51.45 ,109.73 ,49.13 ,686.00 ,750.22 ,2,1,99/3,65.56,885.38 ,885.00 ,0.38 ,885.00 ,Shaidul,167.56 ,167.57 ,125.90 ,52.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,28 Sep 2023,,,,,,,,,,
4997,W2337371,20 Sep 2023,230902086R-1,P230506407,936486 & 934852,4701D Yellow White,400.00 ,400.00 ,RALPH LAUREN,DEKKO GARMENTS LIMITED,Y/D,Stripe,Plain,100% BCI Cotton,"9,735.00 ",50,50,Mechanical Stretch+Silky Soft,170x80/50x50,82.50 ,36.04 ,77.47 ,34.06 ,457.00 ,499.78 ,2,1,99/3,65.56,622.98 ,623.00 ,(0.02),623.00 ,Shaidul,118.55 ,118.55 ,82.60 ,41.20 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,28 Sep 2023,,,,,,,,,,
4998,W2337372,23 Sep 2023,230902181R-1,P220910664,Viktor Regular Linen Jacket 1213472D-8203 MWHK 9-2024,09-090 Black Dark,"4,427.00 ","4,427.00 ",WEEKDAY,Orbitex Knitwear Ltd.,Y/D,Solid Look,"2/2 ""Z"" Twill",78% BCI Cotton+22% Linen,"5,929.00 ",40/2,21/1LC,Soft,104x72/40/2Cx21LC,975.61 ,688.39 ,931.71 ,650.53 ,"4,600.00 ","5,030.61 ",1,1,94/2,63.07,"5,215.50 ","5,216.00 ",(0.50),"5,215.00 ",MAHRAZ,"1,664.00 ","1,664.00 ","1,067.90 ",0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,04 Oct 2023,04 Oct 2023,,,,14 Oct 2023,,,,,,,,,,
4999,W2337373,24 Sep 2023,230902182,P230609595,"278933_02, Work order : WO-23-6525","As per approved Sample Dispo#S2323904 , Date : 10-07-23","5,051.00 ","5,051.00 ",TARGET AUSTRALIA,AMAN GRAPHICS AND DESIGNS LTD.,Y/D,Check,"2/2 ""Z"" Twill",100% BCI Cotton,"4,140.00 ",20,20,Both Side Brush,70x60/20x20,741.99 ,741.69 ,712.31 ,712.02 ,"5,371.00 ","5,873.78 ",2,2,60/2,69,"5,739.27 ","5,739.00 ",0.27 ,"5,739.00 ",Shohel Rana,"1,483.68 ","1,483.68 ",898.50 ,669.50 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,05 Oct 2023,05 Oct 2023,,,,15 Oct 2023,,,,,,,,,,
5000,W2337373,19 Oct 2023,230902182,P230609595,"278933_02, Work order : WO-23-6525","As per approved Sample Dispo#S2323904 , Date : 10-07-23",328.08 ,"5,051.00 ",TARGET AUSTRALIA,AMAN GRAPHICS AND DESIGNS LTD.,Y/D,Check,"2/2 ""Z"" Twill",100% BCI Cotton,"4,140.00 ",20,20,Both Side Brush,70x60/20x20,72.79 ,62.98 ,68.42 ,59.20 ,375.00 ,410.10 ,2,2,60/2,69,496.80 ,497.00 ,(0.20),497.00 ,Shohel Rana,135.77 ,135.77 ,75.00 ,54.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,05 Oct 2023,05 Oct 2023,,,,15 Oct 2023,,,,,,,,,,
5001,W2337374,24 Sep 2023,230902182,P230609598,"278934_00, Work order : WO-23-6525","As per approved Sample dispo#S2323907, Date : 10-06-23","4,478.00 ","4,478.00 ",TARGET AUSTRALIA,AMAN GRAPHICS AND DESIGNS LTD.,Y/D,Check,"2/2 ""Z"" Twill",100% BCI Cotton,"4,140.00 ",20,20,Both Side Brush,70x60/20x20,657.83 ,657.50 ,631.52 ,631.20 ,"4,761.00 ","5,206.68 ",2,2,60/2,69,"5,088.20 ","5,088.00 ",0.20 ,"5,088.00 ",Shohel Rana,"1,315.33 ","1,315.33 ",699.10 ,14.60 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,05 Oct 2023,05 Oct 2023,,,,15 Oct 2023,,,,,,,,,,
5002,W2337375,24 Sep 2023,230902182,P230609601,"279165_02, Work order : WO-23-6525","As per approved Sample Dispo#S2323910 , Date : 07-07-23","4,852.00 ","4,852.00 ",TARGET AUSTRALIA,AMAN GRAPHICS AND DESIGNS LTD.,Y/D,Check,"2/2 ""Z"" Twill",100% BCI Cotton,"4,140.00 ",20,20,Both Side Brush,70x60/20x20,712.77 ,712.45 ,684.26 ,683.95 ,"5,159.00 ","5,641.93 ",2,2,60/2,69,"5,513.15 ","5,513.00 ",0.15 ,"5,510.00 ",Shohel Rana,"1,425.22 ","1,425.22 ",834.40 ,89.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,05 Oct 2023,05 Oct 2023,,,,15 Oct 2023,,,,,,,,,,
5003,W2337376,24 Sep 2023,230902184R-1,P230814294,"M Seersucker Swim Shorts, PO-3735675 / Ch Seersucker Swim Shorts BB, PO-3733525",As per approved Handloom#H230106137(P230814294)Date : 02-09-23,"3,445.00 ","3,445.00 ",Varner,COAST TO COAST (PVT) LTD.,Y/D,Stripe,Plain (Seer Sucker),65% Recycle polyester + 35% BCI Cotton.,"5,380.00 ",45TC+45TC/2,45TC,Soft,96x80/(45TC+45TC/2)x45TC,482.87 ,274.50 ,450.84 ,256.66 ,"3,663.00 ","4,005.89 ",2,1,86/2,62.56,"3,933.56 ","8,654.00 ","(4,720.44)","3,934.00 ",Shohel Rana,757.38 ,757.37 ,481.70 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,05 Oct 2023,,,,15 Oct 2023,,,,,,,,,,
5004,W2337377,24 Oct 2023,230902184R-1,P230914541,"M Seersucker Swim Shorts, PO-3735675 / Ch Seersucker Swim Shorts BB, PO-3733525",As per approved Handloom#H230106220(P230914541)Date : 09-09-23,"3,720.00 ","3,720.00 ",Varner,COAST TO COAST (PVT) LTD.,Y/D,Stripe,Plain (Seer Sucker),65% Recycle polyester + 35% BCI Cotton.,"5,380.00 ",45TC+45TC/2,45TC,Soft,96x80/(45TC+45TC/2)x45TC,521.43 ,296.39 ,486.84 ,277.12 ,"3,955.00 ","4,325.23 ",2,1,86/2,62.56,"4,247.56 ","8,897.00 ","(4,649.44)","4,245.00 ",Shohel Rana,817.82 ,817.82 ,501.90 ,286.50 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,05 Oct 2023,,,,15 Oct 2023,,,,,,,,,,
